,Date,Open,High,Low,Close,Volume,Yield,PercentageVolume,SMA6,EMA6,WMA6,HMA6,SMA20,EMA20,WMA20,HMA20,SMA50,EMA50,WMA50,HMA50,SMA100,EMA100,WMA100,HMA100,MACD,CCI,Stochastic Oscillator,RSI,ROC,PPO,KST,BOLU,BOLD,BOLM
118,2012-10-16 10:45,1.30141,1.30185,1.30114,1.30161,2739,0.000154,0.002592,1.300895,1.300978,1.301171,1.301722,1.299992,1.299841,1.300368,1.300815,1.297766,1.298202,1.298766,1.300992,1.296393,1.29662,1.297242,1.299712,0.001018,128.654237,93.043478,70.080125,0.098437,0.078354,2.518992,1.301556,1.298281,1.299918
119,2012-10-16 11:00,1.30161,1.30172,1.301,1.30124,2220,-0.000284,0.003243,1.301127,1.301053,1.30127,1.301606,1.300118,1.299974,1.300487,1.301057,1.297897,1.298321,1.298902,1.30119,1.296449,1.296712,1.297338,1.299895,0.001006,108.24582,82.318841,62.975483,0.111556,0.077384,2.497428,1.301714,1.29844,1.300077
120,2012-10-16 11:15,1.30122,1.30139,1.30078,1.30135,2665,0.0001,0.002289,1.301232,1.301138,1.301333,1.301423,1.300257,1.300105,1.300604,1.301273,1.298021,1.29844,1.299037,1.301375,1.296505,1.296803,1.297435,1.300078,0.000993,89.856576,85.507246,64.219794,0.054589,0.076415,2.472803,1.301832,1.298558,1.300195
121,2012-10-16 11:30,1.30134,1.30438,1.3008,1.30429,4178,0.002267,0.008569,1.30186,1.302039,1.302207,1.302724,1.300529,1.300504,1.300988,1.301779,1.2982,1.298669,1.299283,1.301625,1.296588,1.296952,1.29759,1.300292,0.001207,185.055463,98.494983,82.429981,0.285257,0.092812,2.479674,1.302046,1.298771,1.300409
122,2012-10-16 11:45,1.30429,1.30511,1.30403,1.30495,5141,0.000506,0.002101,1.302473,1.30287,1.30309,1.304579,1.300831,1.300927,1.301409,1.302509,1.298391,1.298916,1.299548,1.301939,1.296676,1.29711,1.297755,1.300536,0.001413,198.52375,97.615499,84.476458,0.468099,0.108637,2.515582,1.302345,1.29907,1.300708
123,2012-10-16 12:00,1.30496,1.30547,1.30442,1.30458,4113,-0.000291,0.002553,1.303003,1.303359,1.303692,1.305469,1.301088,1.301275,1.301766,1.303284,1.298542,1.299138,1.299791,1.302287,1.296747,1.297258,1.297912,1.300801,0.001529,155.88065,87.411598,78.557719,0.425696,0.117519,2.574893,1.302615,1.29934,1.300978
124,2012-10-16 12:15,1.30458,1.30593,1.30444,1.30529,4071,0.000544,0.00366,1.303617,1.303911,1.304345,1.305638,1.301364,1.301658,1.302166,1.304069,1.298713,1.299379,1.300055,1.302673,1.296827,1.297417,1.298081,1.301088,0.001659,136.179261,91.500664,81.437357,0.41851,0.12748,2.661148,1.30289,1.299615,1.301252
125,2012-10-16 12:30,1.30528,1.30602,1.30448,1.30466,3801,-0.000475,0.004052,1.304187,1.304125,1.304643,1.305263,1.301552,1.301944,1.30248,1.304687,1.298869,1.299586,1.300288,1.303061,1.296903,1.29756,1.298236,1.301386,0.001691,107.300634,82.152231,71.593394,0.302909,0.129967,2.765422,1.303124,1.299849,1.301487
126,2012-10-16 12:45,1.30466,1.30505,1.30437,1.30493,2231,0.000207,0.003048,1.304783,1.304355,1.304856,1.304986,1.301796,1.302228,1.302802,1.305168,1.299038,1.299796,1.300526,1.303449,1.296984,1.297706,1.298395,1.301693,0.001719,84.031533,84.560907,73.195618,0.339095,0.132082,2.886676,1.303341,1.300066,1.301704
127,2012-10-16 13:00,1.30494,1.30519,1.3046,1.30469,2718,-0.000192,0.002171,1.30485,1.304451,1.304829,1.304782,1.302014,1.302462,1.303078,1.305505,1.299195,1.299988,1.300748,1.303813,1.29706,1.297845,1.298548,1.302002,0.001702,74.381333,78.955696,69.19285,0.26282,0.130761,3.025247,1.303569,1.300295,1.301932
